DATE,PRICE,SPACE,CATEGORIES
2019-05-21,570.00,26,APARTMENT
2021-09-05,570.00,26,"APARTMENT, FLAT"
2021-09-05,565.00,18,"APARTMENT, STUDIO"
2021-05-22,1840.00,72,"APARTMENT, FLAT"
2021-09-04,565.00,18,"APARTMENT, STUDIO"
2019-09-16,915.00,27,"APARTMENT, FLAT"
2018-11-05,825.00,,OFFICE
2021-09-19,2800.00,90,"APARTMENT, ATTIC_FLAT"
2021-02-28,,76,"APARTMENT, FLAT"
2018-08-30,1780.00,72,APARTMENT
2021-02-28,1460.00,65,"APARTMENT, FLAT"
2019-05-15,975.00,27,APARTMENT
2021-10-24,,210,"HOUSE, ROW_HOUSE"
2018-04-27,995.00,50,APARTMENT
2019-07-02,1095.00,50,APARTMENT
2018-08-30,915.00,27,APARTMENT
2019-04-02,1095.00,50,APARTMENT
2021-10-24,875.00,27,"APARTMENT, FLAT"
2021-03-22,1125.00,50,"APARTMENT, FLAT"
2019-10-22,565.00,18,STUDIO
2020-05-28,875.00,27,"APARTMENT, FLAT"
2018-11-26,2190.00,93,FURNISHED_FLAT
2020-10-09,2750.00,94,"APARTMENT, FURNISHED_FLAT"
2018-07-16,2250.00,94,FURNISHED_FLAT
2021-09-12,,,"APARTMENT, FURNISHED_FLAT"
2021-09-20,,,"APARTMENT, FURNISHED_FLAT"
2021-09-12,,,"APARTMENT, FURNISHED_FLAT"
2021-10-08,,,"APARTMENT, FURNISHED_FLAT"
2021-09-12,,,"APARTMENT, FURNISHED_FLAT"
2021-09-12,,,"APARTMENT, FURNISHED_FLAT"
2021-09-08,,,OFFICE
2021-09-08,,62,"APARTMENT, FLAT"
2021-09-08,,70,"APARTMENT, FLAT"
2021-09-09,,108,"APARTMENT, DUPLEX"
2021-09-09,,32,"APARTMENT, TERRACE_FLAT"
2021-09-09,,63,"APARTMENT, TERRACE_FLAT"
2021-09-09,,,UNDERGROUND_SLOT
2021-09-28,,62,"APARTMENT, FLAT"
2021-09-10,,62,"APARTMENT, FURNISHED_FLAT"
2021-09-10,,,"APARTMENT, FLAT"
2021-09-12,,53,"APARTMENT, FLAT"
2021-09-12,720.00,38,"APARTMENT, FLAT"
2021-09-13,1265.00,58,"APARTMENT, FLAT"
2021-09-13,,34,OFFICE
2021-09-15,,80,"APARTMENT, FLAT"
2021-09-15,1650.00,87,"APARTMENT, FLAT"
2021-09-21,,62,"APARTMENT, FLAT"
2021-09-17,,108,"APARTMENT, FLAT"
2021-09-30,,137,"APARTMENT, ROOF_FLAT"
2021-09-20,,137,"APARTMENT, ROOF_FLAT"
2021-10-31,1022.00,40,"APARTMENT, FLAT"
2021-09-19,,150,"APARTMENT, FLAT"
2021-09-19,,89,"APARTMENT, FLAT"
2021-09-20,,120,"APARTMENT, DUPLEX"
2021-12-18,,120,"APARTMENT, DUPLEX"
2021-09-20,,49,"APARTMENT, FLAT"
2021-09-20,1520.00,70,"APARTMENT, FLAT"
2021-10-20,1520.00,70,"APARTMENT, FLAT"
2021-09-22,,60,"APARTMENT, FLAT"
2021-09-21,2100.00,75,"APARTMENT, FLAT"
2021-09-28,2100.00,75,"APARTMENT, FLAT"
2021-09-22,3900.00,203,"APARTMENT, FLAT"
2021-09-21,,40,"APARTMENT, FLAT"
2021-09-21,,50,"APARTMENT, FLAT"
2021-09-24,,92,"APARTMENT, FLAT"
2021-09-22,,63,"APARTMENT, FLAT"
2021-09-22,,79,"APARTMENT, FLAT"
2021-09-22,,40,"APARTMENT, FLAT"
2021-11-01,1936.00,88,"APARTMENT, FLAT"
2021-09-22,,78,"APARTMENT, FLAT"
2021-09-24,,60,"APARTMENT, FLAT"
2021-09-22,,,"APARTMENT, FLAT"
2021-09-22,,110,"APARTMENT, FLAT"
2021-09-22,1250.00,58,"APARTMENT, FLAT"
2021-09-23,920.00,40,"APARTMENT, FLAT"
2021-09-24,,,UNDERGROUND_SLOT
2021-09-25,,79,"APARTMENT, FURNISHED_FLAT"
2021-09-26,,110,"APARTMENT, FLAT"
2021-09-27,,50,"APARTMENT, FLAT"
2021-09-26,,53,"APARTMENT, FLAT"
2021-10-05,,60,"APARTMENT, FLAT"
2021-09-27,,61,"APARTMENT, FLAT"
2021-10-06,,61,"APARTMENT, FLAT"
2021-09-27,,78,"APARTMENT, FLAT"
2021-09-26,,65,"APARTMENT, FLAT"
2021-10-07,,60,"APARTMENT, FLAT"
2021-10-07,,33,"APARTMENT, FLAT"
2021-11-23,,51,"APARTMENT, ROOF_FLAT"
2021-10-13,,51,"APARTMENT, ROOF_FLAT"
2021-10-07,,55,"APARTMENT, FLAT"
2021-09-27,1440.00,70,"APARTMENT, FLAT"
2021-11-09,1440.00,70,"APARTMENT, FLAT"
2021-09-28,,50,"APARTMENT, FLAT"
2021-09-28,875.00,,OFFICE
2021-09-28,,75,"APARTMENT, FLAT"
2021-09-28,,90,"APARTMENT, FLAT"
2021-09-28,,40,"APARTMENT, FLAT"
2021-10-06,,30,"APARTMENT, FLAT"
2021-10-01,,,"APARTMENT, FLAT"
2021-10-05,1270.00,64,"APARTMENT, FLAT"
2021-10-26,,,OFFICE
2021-10-26,,,OFFICE
2021-10-26,,,OFFICE
2021-10-26,,,OFFICE
2021-10-26,,,OFFICE
2021-10-26,,,OFFICE
2021-10-26,,,OFFICE
2021-10-26,,,OFFICE
2021-10-25,1300.00,51,"APARTMENT, FLAT"
2018-07-16,990.00,69,APARTMENT
2021-04-19,1300.00,60,"APARTMENT, FLAT"
2020-06-16,1100.00,49,"APARTMENT, FLAT"
2020-07-28,1432.00,74,"APARTMENT, FLAT"
2021-02-19,1710.00,80,"APARTMENT, FLAT"
2018-02-01,1600.00,75,APARTMENT
2018-01-24,1400.00,76,APARTMENT
2021-09-21,2370.00,118,"APARTMENT, FLAT"
2020-02-12,1250.00,,"RETAIL, COMMERCIAL"
2020-05-20,564.00,,"RETAIL, COMMERCIAL"
2019-07-01,1650.00,79,APARTMENT
2019-03-20,2800.00,135,DUPLEX
2021-02-17,1200.00,60,"APARTMENT, ROOF_FLAT"
2021-10-29,370.00,,"RETAIL, STORAGE_ROOM"
2019-03-20,1250.00,73,APARTMENT
2018-01-18,1540.00,80,APARTMENT
2021-09-09,380.00,,"RETAIL, COMMERCIAL"
2019-08-13,1743.00,82,"APARTMENT, FLAT"
2018-01-24,950.00,49,APARTMENT
2018-09-26,1860.00,115,ATTIC_FLAT
2018-01-26,1200.00,67,APARTMENT
2018-01-04,1360.00,75,APARTMENT
2020-11-05,1330.00,81,"APARTMENT, FLAT"
2021-01-11,1100.00,50,"APARTMENT, FLAT"
2021-11-10,1600.00,100,"APARTMENT, FLAT"
2021-10-12,1150.00,52,"APARTMENT, FLAT"
2021-07-12,1250.00,67,"APARTMENT, FLAT"
2020-02-05,1040.00,59,"APARTMENT, DUPLEX"
2018-06-05,1000.00,46,APARTMENT
2021-07-12,1110.00,52,"APARTMENT, FLAT"
2021-02-03,1550.00,75,"APARTMENT, FLAT"
2021-02-03,1580.00,75,"APARTMENT, FLAT"
2018-07-26,1540.00,80,APARTMENT
2021-11-12,1400.00,74,"APARTMENT, FLAT"
2018-05-16,1100.00,70,APARTMENT
2018-05-22,1500.00,82,APARTMENT
2020-06-03,1800.00,95,"APARTMENT, FLAT"
2020-07-09,680.00,29,"APARTMENT, FLAT"
2021-09-14,1350.00,56,"APARTMENT, FLAT"
2018-01-24,1450.00,75,APARTMENT
2021-11-18,1420.00,67,"APARTMENT, FLAT"
2021-03-09,800.00,52,"APARTMENT, FLAT"
2019-08-13,2783.00,143,"APARTMENT, FLAT"
2018-11-29,200.00,,UNDERGROUND_SLOT
2021-02-17,1850.00,90,"APARTMENT, FLAT"
2020-10-29,700.00,32,"APARTMENT, ROOF_FLAT"
2021-02-03,840.00,36,"APARTMENT, FLAT"
2021-01-27,420.00,,"RETAIL, COMMERCIAL"
2020-01-17,1000.00,46,"APARTMENT, FLAT"
2021-07-27,1390.00,67,"APARTMENT, FLAT"
2020-01-07,390.00,19,"APARTMENT, ATTIC"
2021-10-11,1440.00,67,"APARTMENT, FLAT"
2019-06-24,1100.00,53,APARTMENT
2019-03-21,1320.00,48,LOFT
2021-06-16,1030.00,52,"APARTMENT, FLAT"
2020-07-14,472.00,23,"APARTMENT, ATTIC"
2020-08-05,1508.00,72,"APARTMENT, FLAT"
2020-07-28,1360.00,74,"APARTMENT, FLAT"
2020-06-08,1439.00,74,"APARTMENT, FLAT"
2020-10-30,1425.00,,"RETAIL, COMMERCIAL"
2021-03-25,1305.00,61,"APARTMENT, FLAT"
2021-09-21,1300.00,57,"APARTMENT, ATTIC_FLAT"
2018-07-16,1000.00,49,APARTMENT
2020-10-01,1720.00,88,"APARTMENT, FLAT"
2018-03-14,1400.00,73,APARTMENT
2018-10-11,900.00,49,APARTMENT
2021-10-28,2265.00,,OFFICE
2018-03-02,1530.00,97,ROOF_FLAT
2021-04-13,1630.00,76,"APARTMENT, FLAT"
2019-08-13,2235.00,107,APARTMENT
2021-10-28,1650.00,75,"APARTMENT, FLAT"
2020-05-07,1140.00,,"RETAIL, COMMERCIAL"
2018-11-06,540.00,,OFFICE
2019-06-26,800.00,39,APARTMENT
2020-05-06,1312.00,59,"APARTMENT, FLAT"
2021-07-30,1000.00,46,"APARTMENT, FLAT"
2019-08-19,564.00,,COMMERCIAL
2018-11-20,,,SHOP
2018-01-26,,,RESTAURANT
2019-03-18,,,COMMERCIAL
2019-03-20,,,SHOP
2019-01-09,,,RESTAURANT
2019-02-28,,,SHOP
2019-02-28,,,SHOP
2018-11-20,,,RESTAURANT
2018-03-08,,,RESTAURANT
2019-08-21,,,HAIRDRESSER
2018-11-09,,,RESTAURANT
2019-03-20,,,SHOP
2019-05-13,,,DEPARTMENT_STORE
2019-07-23,,,HAIRDRESSER
2019-03-18,,,SHOP
2018-05-15,,,RESTAURANT
2018-11-20,,,RESTAURANT
2019-03-18,,,RESTAURANT
2018-03-08,,,SHOP
2018-03-01,,,RESTAURANT
2018-07-16,,,RESTAURANT
2018-08-25,,,RESTAURANT
2019-05-27,,,HAIRDRESSER
2019-02-16,20822.00,,RESTAURANT
2019-01-09,,,RESTAURANT
2018-08-25,,,RESTAURANT
2019-08-19,,,RESTAURANT
2019-02-27,,,RESTAURANT
2018-03-08,,,RESTAURANT
2019-07-23,,,RESTAURANT
2019-01-09,,,SHOP
2018-03-08,,,SHOP
2018-08-31,,,RESTAURANT
2018-08-25,,,RESTAURANT
2018-08-31,,,RESTAURANT
2018-11-20,,,RESTAURANT
2019-04-02,,,HAIRDRESSER
2019-02-28,,,SHOP
2019-07-23,,,HAIRDRESSER
2019-03-18,,,SHOP
2018-08-31,,,RESTAURANT
2019-08-21,,,RESTAURANT
2019-03-21,,,SHOP
2019-01-09,,,RESTAURANT
2018-05-15,,,RESTAURANT
2018-04-26,,,RESTAURANT
2019-03-18,,,SHOP
2019-03-18,,,RESTAURANT
2018-11-20,,,RESTAURANT
2019-01-09,,,SHOP
2018-11-09,,,RESTAURANT
2019-06-18,,,HAIRDRESSER
2018-02-20,,,SHOP
2019-01-09,,,RESTAURANT
2019-02-28,,,SHOP
2018-07-08,,,RESTAURANT
2018-01-05,,,ARCADE
2018-01-05,,,SHOP
2018-11-20,,,SHOP
2018-03-01,,,RESTAURANT
2018-11-20,,,RESTAURANT
2019-07-23,,,HAIRDRESSER
2019-01-09,,,RESTAURANT
2019-05-01,,,RESTAURANT
2019-01-09,,,RESTAURANT
2019-03-18,,,SHOP
2019-03-18,,,RESTAURANT
2019-03-18,,,RESTAURANT
2019-03-18,,,RESTAURANT
2018-01-05,,,RESTAURANT
2019-03-18,,,SHOP
2018-07-02,,,RESTAURANT
2019-02-28,,,SHOP
2018-08-31,,,RESTAURANT
2018-08-25,,,RESTAURANT
2019-03-20,,,RESTAURANT
2019-07-23,,,RESTAURANT
2018-03-08,,,RESTAURANT
2019-07-31,280.00,,OFFICE
2019-03-18,,,COMMERCIAL
2018-02-13,,,RESTAURANT
2018-01-05,,,RESTAURANT
2018-04-30,,,RESTAURANT
2019-08-19,,,HAIRDRESSER
2018-05-15,,,RESTAURANT
2018-03-08,,,SHOP
2018-03-01,,,RESTAURANT
2019-08-21,280.00,,OFFICE
2019-03-18,,,SHOP
2019-03-18,,,RESTAURANT
2019-03-18,,,SHOP
2019-07-23,,,RESTAURANT
2018-11-20,,,RESTAURANT
2019-02-28,,,SHOP
2019-08-19,,,RESTAURANT
2019-05-06,,,RESTAURANT
2018-08-31,,,RESTAURANT
2018-08-31,,,ARCADE
2018-07-13,,,RESTAURANT
2019-03-20,,,OFFICE
2018-11-09,,,RESTAURANT
2018-01-18,1100.00,60,APARTMENT
2018-08-15,1400.00,80,APARTMENT
2018-07-16,1200.00,54,APARTMENT
2018-09-17,1100.00,54,APARTMENT
2020-06-09,1990.00,100,"APARTMENT, FLAT"
2019-09-23,2430.00,,SHOP
2019-11-14,2430.00,,SHOP
2019-08-06,1880.00,100,APARTMENT
2018-04-06,130.00,,UNDERGROUND_SLOT
2018-08-16,1450.00,85,APARTMENT
2018-06-08,960.00,61,APARTMENT
2018-10-01,1378.00,53,APARTMENT
2018-07-10,,,COMMERCIAL
2018-05-28,1060.00,48,APARTMENT
2018-04-20,1170.00,51,APARTMENT
2018-04-25,1260.00,64,APARTMENT
2018-06-27,135.00,,UNDERGROUND_SLOT
2018-07-17,2742.00,,OFFICE
2018-01-04,1285.00,55,APARTMENT
2018-03-15,270.00,11,SINGLE_ROOM
2018-08-08,1270.00,75,APARTMENT
2018-05-31,270.00,11,SINGLE_ROOM
2018-02-12,1295.00,69,APARTMENT
2018-03-08,1020.00,53,APARTMENT
2018-10-11,1300.00,75,APARTMENT
2018-07-25,3100.00,170,ATTIC_FLAT
2018-05-11,2020.00,112,APARTMENT
2018-11-06,1240.00,51,APARTMENT
2018-05-16,875.00,51,APARTMENT
2018-01-10,1070.00,48,APARTMENT
2018-04-23,1290.00,63,APARTMENT
2018-10-05,20.00,,COVERED_PARKING_PLACE_BIKE
2018-01-17,1220.00,50,APARTMENT
2018-03-20,970.00,50,APARTMENT
2018-09-18,1640.00,90,APARTMENT
2018-01-04,1600.00,89,APARTMENT
2018-07-21,100.00,,HOBBY_ROOM
2018-01-18,760.00,33,APARTMENT
2018-03-28,1520.00,70,APARTMENT
2018-07-27,1610.00,68,APARTMENT
2018-01-09,1830.00,90,APARTMENT
2018-04-27,680.00,32,APARTMENT
2018-05-18,1672.00,77,APARTMENT
2018-07-05,970.00,54,APARTMENT
2018-10-05,3350.00,118,APARTMENT
2018-05-18,,,SHOP
2018-07-06,1480.00,50,APARTMENT
2018-06-13,1290.00,70,APARTMENT
2018-08-09,1355.00,79,APARTMENT
2018-10-26,1230.00,77,APARTMENT
2018-10-11,2400.00,84,APARTMENT
2018-01-06,130.00,,UNDERGROUND_SLOT
2018-08-29,1650.00,95,APARTMENT
2018-04-27,1392.00,76,APARTMENT
2018-08-10,2150.00,84,APARTMENT
2018-11-06,1310.00,67,APARTMENT
2018-07-10,,159,APARTMENT
2018-01-17,1000.00,39,APARTMENT
2018-08-16,1130.00,56,APARTMENT
2018-10-22,2141.00,121,APARTMENT
2018-09-19,,,OFFICE
2018-05-18,1720.00,99,APARTMENT
2018-02-02,1650.00,92,APARTMENT
2018-07-18,1250.00,61,APARTMENT
2018-04-20,1400.00,76,APARTMENT
2018-01-09,,,UNDERGROUND_SLOT
2018-02-07,,,OFFICE
2018-04-05,1740.00,83,APARTMENT
2018-09-11,1440.00,86,APARTMENT
2018-09-21,1240.00,51,APARTMENT
2018-05-18,2400.00,115,APARTMENT
2018-02-06,1125.00,56,APARTMENT
2018-02-05,1220.00,53,APARTMENT
2018-08-03,170.00,,UNDERGROUND_SLOT
2018-05-15,1240.00,68,APARTMENT
2018-04-17,265.00,,HOBBY_ROOM
2018-10-19,1410.00,76,APARTMENT
2018-02-02,960.00,54,APARTMENT
2018-07-10,2150.00,84,APARTMENT
2018-09-20,1300.00,75,APARTMENT
2018-03-21,1290.00,70,APARTMENT
2018-11-06,1800.00,88,APARTMENT
2018-09-11,980.00,59,APARTMENT
2018-01-25,165.00,,UNDERGROUND_SLOT
2018-09-26,1230.00,73,APARTMENT
2018-04-19,,39,APARTMENT
2018-08-08,1510.00,80,APARTMENT
2018-04-25,1400.00,59,APARTMENT
2018-03-09,1390.00,80,APARTMENT
2018-06-08,2250.00,122,APARTMENT
2018-02-27,1300.00,58,APARTMENT
2018-03-29,160.00,,UNDERGROUND_SLOT
2018-03-20,1050.00,55,APARTMENT
2018-11-08,2190.00,122,APARTMENT
2018-08-13,1620.00,92,APARTMENT
2018-11-13,750.00,35,APARTMENT
2018-04-25,160.00,,UNDERGROUND_SLOT
2018-09-10,685.00,32,APARTMENT
2018-01-31,135.00,,UNDERGROUND_SLOT
2018-07-02,1420.00,68,APARTMENT
2018-05-22,,,OFFICE
2018-07-05,20.00,,COVERED_PARKING_PLACE_BIKE
2018-05-26,,,UNDERGROUND_SLOT
2018-04-05,20.00,,COVERED_PARKING_PLACE_BIKE
2018-08-10,1305.00,75,APARTMENT
2018-08-09,620.00,29,APARTMENT
2018-09-26,1810.00,97,APARTMENT
2018-03-20,1020.00,61,APARTMENT
2018-08-07,1244.00,64,APARTMENT
2018-05-16,160.00,,UNDERGROUND_SLOT
2018-07-23,,,FURNISHED_FLAT
2018-07-10,1600.00,59,APARTMENT
2018-04-21,140.00,,UNDERGROUND_SLOT
2018-09-06,1305.00,75,APARTMENT
2018-01-09,2250.00,84,APARTMENT
2018-07-10,,,COMMERCIAL
2018-02-23,1750.00,65,APARTMENT
2018-02-07,1290.00,65,APARTMENT
2018-07-20,160.00,,UNDERGROUND_SLOT
2018-04-26,1385.00,79,APARTMENT
2018-05-04,1050.00,45,APARTMENT
2018-07-19,1275.00,64,APARTMENT
2018-06-20,,,OFFICE
2018-06-19,,,OFFICE
2018-08-10,,,SHOP
2018-10-19,130.00,,UNDERGROUND_SLOT
2018-01-20,4440.00,,SHOP
2018-01-19,1460.00,,APARTMENT
2018-02-16,1830.00,97,APARTMENT
2018-01-24,1780.00,67,APARTMENT
2018-10-30,1170.00,63,APARTMENT
2018-10-16,16.00,,COVERED_PARKING_PLACE_BIKE
2018-05-16,2835.00,136,APARTMENT
2018-06-22,770.00,44,APARTMENT
2018-09-12,25.00,,COVERED_PARKING_PLACE_BIKE
2018-11-02,1030.00,55,APARTMENT
2018-07-11,,,STORAGE_ROOM
2018-05-05,,,OFFICE
2018-01-24,700.00,32,APARTMENT
2018-09-20,2110.00,99,APARTMENT
2018-07-05,,,SHOP
2018-05-19,2265.00,121,APARTMENT
2018-09-05,1550.00,80,APARTMENT
2018-10-04,,32,APARTMENT
2018-07-31,1500.00,69,APARTMENT
2018-04-17,2330.00,112,APARTMENT
2018-09-11,300.00,,ADVERTISING_AREA
2018-02-23,1260.00,62,APARTMENT
2018-06-08,,,OFFICE
2018-07-19,2510.00,135,APARTMENT
2018-07-04,1380.00,75,APARTMENT
2018-08-02,1360.00,65,APARTMENT
2018-04-04,2150.00,84,APARTMENT
2018-04-27,1596.00,88,APARTMENT
2018-06-01,1950.00,99,APARTMENT
2018-07-24,3450.00,101,APARTMENT
2018-01-11,1540.00,71,APARTMENT
2018-03-20,,,STORAGE_ROOM
2018-01-03,990.00,47,APARTMENT
2018-01-09,,,COVERED_PARKING_PLACE_BIKE
2018-01-11,110.00,,HOBBY_ROOM
2018-01-04,2050.00,109,APARTMENT
2018-10-25,1160.00,61,APARTMENT
2018-09-17,1947.00,112,APARTMENT
2018-05-04,872.00,36,APARTMENT
2018-07-03,140.00,,UNDERGROUND_SLOT
2018-01-18,165.00,,HOBBY_ROOM
2018-05-24,2000.00,94,APARTMENT
2018-07-07,2280.00,97,APARTMENT
2018-03-06,770.00,32,APARTMENT
2018-10-29,250.00,,UNDERGROUND_SLOT
2018-07-21,1310.00,64,APARTMENT
2018-11-05,720.00,32,APARTMENT
2018-02-28,990.00,59,APARTMENT
2018-05-03,2475.00,90,APARTMENT
2018-02-02,1310.00,75,APARTMENT
2018-10-20,1295.00,75,APARTMENT
2018-06-08,1650.00,76,APARTMENT
2018-03-20,930.00,45,APARTMENT
2018-01-15,,,OFFICE
2018-04-25,205.00,,UNDERGROUND_SLOT
2018-03-23,,,STORAGE_ROOM
2018-10-03,1280.00,53,ROOF_FLAT
2018-05-03,2560.00,93,APARTMENT
2018-09-24,950.00,50,APARTMENT
2018-09-17,1520.00,85,APARTMENT
2018-10-05,177.00,,HOBBY_ROOM
2018-02-08,2050.00,84,APARTMENT
2018-02-22,1150.00,76,APARTMENT
2018-09-06,1310.00,75,APARTMENT
2018-10-17,1350.00,74,APARTMENT
2018-01-18,120.00,,HOBBY_ROOM
2018-05-19,1240.00,62,APARTMENT
2018-05-31,2270.00,101,ATTIC_FLAT
2018-01-03,1320.00,54,APARTMENT
2018-05-03,2120.00,114,APARTMENT
2018-03-08,1780.00,86,APARTMENT
2018-10-19,1280.00,70,APARTMENT
2018-09-28,,,COVERED_PARKING_PLACE_BIKE
2018-06-29,1520.00,83,APARTMENT
2018-11-14,1725.00,105,APARTMENT
2018-07-24,900.00,30,APARTMENT
2018-01-11,40.00,,COVERED_PARKING_PLACE_BIKE
2018-01-16,130.00,,UNDERGROUND_SLOT
2018-04-20,1133.00,48,APARTMENT
2018-11-08,1350.00,77,APARTMENT
2018-10-17,910.00,45,APARTMENT
2018-08-21,2130.00,98,APARTMENT
2018-07-31,1210.00,67,APARTMENT
2018-10-02,1000.00,51,APARTMENT
2018-03-06,950.00,55,APARTMENT
2018-05-09,1600.00,59,APARTMENT
2018-11-08,1500.00,71,APARTMENT
2018-09-07,1550.00,80,APARTMENT
2018-03-10,200.00,13,APARTMENT
2018-09-25,1340.00,67,APARTMENT
2018-09-28,280.00,22,SINGLE_ROOM
2018-10-25,2220.00,98,APARTMENT
2018-03-16,980.00,61,APARTMENT
2018-06-19,1790.00,76,APARTMENT
2018-06-11,1340.00,60,APARTMENT
2018-11-13,1750.00,65,APARTMENT
2018-07-23,,,FURNISHED_FLAT
2018-01-04,2500.00,136,APARTMENT
2018-11-01,1210.00,48,APARTMENT
2018-03-29,2010.00,91,APARTMENT
2018-01-15,2800.00,,SHOP
2018-11-02,1350.00,70,APARTMENT
2018-07-30,1230.00,57,APARTMENT
2018-09-13,130.00,,UNDERGROUND_SLOT
2018-04-27,1387.00,76,APARTMENT
2018-01-08,40.00,,COVERED_PARKING_PLACE_BIKE
2018-07-21,990.00,46,APARTMENT
2018-08-09,1600.00,92,APARTMENT
2018-11-07,1500.00,74,APARTMENT
2018-07-21,1575.00,75,APARTMENT
2018-03-19,420.00,20,STUDIO
2018-02-13,160.00,,SINGLE_GARAGE
2018-01-25,970.00,61,APARTMENT
2018-01-30,620.00,39,APARTMENT
2018-02-01,1015.00,62,APARTMENT
2018-07-19,1340.00,71,APARTMENT
2018-11-07,130.00,,UNDERGROUND_SLOT
2018-10-03,1170.00,59,APARTMENT
2018-02-03,1600.00,59,APARTMENT
2018-07-02,1230.00,67,APARTMENT
2018-08-21,955.00,51,APARTMENT
2018-04-20,800.00,37,APARTMENT
2018-09-11,585.00,34,APARTMENT
2018-03-16,290.00,,UNDERGROUND_SLOT
2018-09-10,1280.00,58,APARTMENT
2018-03-14,1750.00,113,DUPLEX
2018-06-22,,,SHOP
2018-09-21,1600.00,87,APARTMENT
2018-10-18,,,SHOP
2018-01-29,135.00,,UNDERGROUND_SLOT
2018-10-04,,50,APARTMENT
2018-11-13,30.00,,COVERED_PARKING_PLACE_BIKE
2018-07-19,880.00,51,APARTMENT
2018-03-06,1200.00,59,APARTMENT
2018-08-13,1740.00,99,APARTMENT
2018-07-19,872.00,36,APARTMENT
2018-07-11,1360.00,75,APARTMENT
2018-10-30,165.00,,UNDERGROUND_SLOT
2018-02-28,1130.00,53,APARTMENT
2018-10-02,1260.00,62,APARTMENT
2018-07-14,990.00,49,APARTMENT
2018-09-12,170.00,,UNDERGROUND_SLOT
2018-06-08,1260.00,37,APARTMENT
2018-09-05,1450.00,89,APARTMENT
2018-03-12,165.00,,UNDERGROUND_SLOT
2018-09-01,1100.00,48,APARTMENT
2018-10-25,1010.00,53,APARTMENT
2018-10-29,150.00,,UNDERGROUND_SLOT
2018-05-24,2705.00,127,APARTMENT
2018-10-03,1200.00,68,APARTMENT
2018-07-10,900.00,45,APARTMENT
2018-03-06,40.00,,COVERED_PARKING_PLACE_BIKE
2018-05-16,160.00,,UNDERGROUND_SLOT
2018-11-02,1370.00,85,APARTMENT
2018-09-15,1380.00,76,APARTMENT
2018-02-23,293.00,,STORAGE_ROOM
2018-11-12,1430.00,83,APARTMENT
2018-10-16,650.00,25,APARTMENT
2018-05-24,2850.00,137,APARTMENT
2018-10-17,1250.00,67,APARTMENT
2018-04-04,1750.00,102,APARTMENT
2018-04-12,1260.00,70,APARTMENT
2018-09-27,165.00,,UNDERGROUND_SLOT
2018-07-11,1510.00,50,APARTMENT
2018-04-05,1530.00,82,APARTMENT
2018-07-02,890.00,50,APARTMENT
2018-01-12,1790.00,76,APARTMENT
2018-10-25,1560.00,74,APARTMENT
2018-09-25,1330.00,67,APARTMENT
2018-03-20,1290.00,65,APARTMENT
2018-08-09,1300.00,66,APARTMENT
2018-01-24,1100.00,59,APARTMENT
2018-02-16,170.00,,HOBBY_ROOM
2018-07-02,1530.00,83,APARTMENT
2018-06-01,940.00,47,APARTMENT
2018-02-07,980.00,47,APARTMENT
2018-09-07,1935.00,93,APARTMENT
2018-02-07,,,OFFICE
2018-01-09,1550.00,59,APARTMENT
2018-08-10,960.00,61,APARTMENT
2018-06-12,660.00,29,APARTMENT
2018-07-12,1370.00,75,APARTMENT
2018-04-23,1286.00,55,APARTMENT
2018-09-17,1400.00,67,APARTMENT
2018-01-24,4063.00,,OFFICE
2018-11-07,1430.00,78,APARTMENT
2018-07-11,130.00,,HOBBY_ROOM
2018-06-21,40.00,,COVERED_PARKING_PLACE_BIKE
2018-01-23,970.00,39,APARTMENT
2018-08-16,1430.00,73,APARTMENT
2018-10-09,,,STORAGE_ROOM
2018-04-25,1500.00,71,APARTMENT
2018-03-29,1370.00,75,APARTMENT
2018-11-01,2500.00,108,APARTMENT
2018-08-29,170.00,,UNDERGROUND_SLOT
2018-05-08,1070.00,62,APARTMENT
2018-05-29,20.00,,COVERED_PARKING_PLACE_BIKE
2018-03-09,150.00,,UNDERGROUND_SLOT
2018-09-27,165.00,,UNDERGROUND_SLOT
2018-06-26,580.00,34,APARTMENT
2018-01-04,160.00,,UNDERGROUND_SLOT
2018-04-04,1040.00,60,APARTMENT
2018-06-27,1290.00,65,APARTMENT
2018-04-06,130.00,,UNDERGROUND_SLOT
2018-05-28,140.00,,UNDERGROUND_SLOT
2018-03-13,1250.00,73,APARTMENT
2018-02-08,1450.00,78,APARTMENT
2018-02-17,1250.00,56,APARTMENT
2018-02-28,,,SHOP
2018-04-03,1840.00,109,DUPLEX
2018-04-26,160.00,,UNDERGROUND_SLOT
2018-01-26,2000.00,94,APARTMENT
2018-08-21,1050.00,47,APARTMENT
2018-04-18,1400.00,77,APARTMENT
2018-02-06,1440.00,78,APARTMENT
2018-05-04,1310.00,75,APARTMENT
2018-02-01,1240.00,67,APARTMENT
2018-05-19,30.00,,COVERED_PARKING_PLACE_BIKE
2018-06-01,1520.00,62,APARTMENT
2018-11-10,,,UNDERGROUND_SLOT
2018-07-03,1400.00,75,APARTMENT
2018-07-24,35.00,,COVERED_PARKING_PLACE_BIKE
2018-07-07,1310.00,75,APARTMENT
2018-01-13,1930.00,93,APARTMENT
2018-01-24,1335.00,67,APARTMENT
2018-05-24,1345.00,67,APARTMENT
2018-08-14,1630.00,83,APARTMENT
2018-08-06,1310.00,60,APARTMENT
